Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,MRP,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Breadth (product.metafields.custom.breadth),Dexterity (product.metafields.custom.dexterity),Gender (product.metafields.custom.gender),Grade (product.metafields.custom.grade),Height (product.metafields.custom.height),HSN Code (product.metafields.custom.hsn_code),Kit Options (product.metafields.custom.kit_options),Knob Adjuster (product.metafields.custom.knob_adjuster),Length (product.metafields.custom.length),Materials (product.metafields.custom.materials),Material Quality (product.metafields.custom.material_quality),Pack Size (product.metafields.custom.pack_size),Profile (product.metafields.custom.profile),Sizes (product.metafields.custom.sizes),Size Chart (product.metafields.custom.size_chart),Type (product.metafields.custom.type),Weight (product.metafields.custom.weight),EComposer product countdown end at (product.metafields.ecomposer.countdown),EComposer product countdown start at (product.metafields.ecomposer.countdown_from),Bought together products (product.metafields.globo--filter--product_recommendation.bought_together_products),Complementary products (product.metafields.globo--filter--product_recommendation.complementary_products),Related products (product.metafields.globo--filter--product_recommendation.related_products),Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Product rating count (product.metafields.reviews.rating_count),Accessory size (product.metafields.shopify.accessory-size),Activity (product.metafields.shopify.activity),Age group (product.metafields.shopify.age-group),Autograph type (product.metafields.shopify.autograph-type),Bag/Case features (product.metafields.shopify.bag-case-features),Bag/Case material (product.metafields.shopify.bag-case-material),Bag/Case storage features (product.metafields.shopify.bag-case-storage-features),Ball material (product.metafields.shopify.ball-material),Ball size (product.metafields.shopify.ball-size),Bat material (product.metafields.shopify.bat-material),Body area (product.metafields.shopify.body-area),Carry options (product.metafields.shopify.carry-options),Closure type (product.metafields.shopify.closure-type),Color (product.metafields.shopify.color-pattern),Condition (product.metafields.shopify.condition),Cricket equipment included (product.metafields.shopify.cricket-equipment-included),Earplug use (product.metafields.shopify.earplug-use),Exercise equipment included (product.metafields.shopify.exercise-equipment-included),Eyewear frame color (product.metafields.shopify.eyewear-frame-color),Fabric (product.metafields.shopify.fabric),Footwear material (product.metafields.shopify.footwear-material),Hammer head material (product.metafields.shopify.hammer-head-material),Hand side (product.metafields.shopify.hand-side),Handle material (product.metafields.shopify.handle-material),Handwear material (product.metafields.shopify.handwear-material),Headwear features (product.metafields.shopify.headwear-features),Heel height type (product.metafields.shopify.heel-height-type),Ice pack type (product.metafields.shopify.ice-pack-type),Lens polarization (product.metafields.shopify.lens-polarization),Material (product.metafields.shopify.material),Occasion style (product.metafields.shopify.occasion-style),Racket balance (product.metafields.shopify.racket-balance),Racket head shape (product.metafields.shopify.racket-head-shape),Racket material (product.metafields.shopify.racket-material),Recommended skill level (product.metafields.shopify.recommended-skill-level),Resistance level (product.metafields.shopify.resistance-level),Shoe features (product.metafields.shopify.shoe-features),Shoe fit (product.metafields.shopify.shoe-fit),Shoe size (product.metafields.shopify.shoe-size),Signature placement (product.metafields.shopify.signature-placement),Size (product.metafields.shopify.size),Sleeve length type (product.metafields.shopify.sleeve-length-type),Spinner type (product.metafields.shopify.spinner-type),Suitcase handle type (product.metafields.shopify.suitcase-handle-type),Swing style (product.metafields.shopify.swing-style),Tape material (product.metafields.shopify.tape-material),Target gender (product.metafields.shopify.target-gender),Toe style (product.metafields.shopify.toe-style),Toy/Game material (product.metafields.shopify.toy-game-material),Treatment objective (product.metafields.shopify.treatment-objective),Usage type (product.metafields.shopify.usage-type),Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Search product boosts (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
ss-players-kw-cricket-bat,SS Players KW Cricket Bat,"<ul>
<li><span class=""a-list-item"">Grade 1, hand‑selected Kashmir Willow, air‑dried for better strength, rebound and durability in club cricket conditions.</span></li>
<li><span class=""a-list-item"">Modern profile with massive concave Ton‑style edges and curved spine to maximize sweet spot and six‑hitting power.</span></li>
<li><span class=""a-list-item"">Wide play area with clean bat face, often supplied with antiscuff sheet for extra protection and longer life.</span></li>
<li><span class=""a-list-item"">Approximately 1140–1200 g range, giving a balanced pickup suitable for most adult batters.</span></li>
<li><span class=""a-list-item"">Includes a premium padded SS bat cover for safe storage and easy carrying to nets and matches.</span></li>
</ul>",SS,Sporting Goods > Athletics > Cricket > Cricket Bats,Cricket Bats,,TRUE,Size,5,,,,,,,,,0,shopify,deny,manual,4200,,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0905/4810/9602/files/SSPlayersKWCricketBatSH_1.png?v=1773322786,1,,FALSE,SS Players KW Cricket Bat,,Sporting Goods > Athletics > Cricket > Cricket Bats,,,,new,,,,,,,,,,grade-1,,95069920,,,,,,,,,,kashmir-willow,1140-to-1200-grams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0905/4810/9602/files/SSPlayersKWCricketBatNo.5_1.png?v=1773322786,lb,,,active
ss-players-kw-cricket-bat,,,,,,,,,SH,,,,,,,,,0,shopify,deny,manual,3200,,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0905/4810/9602/files/SSPlayersKWCricketBatNo.5_1.png?v=1773322786,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0905/4810/9602/files/SSPlayersKWCricketBatSH_1.png?v=1773322786,lb,,,
ss-magnum-kw-cricket-bat,SS Magnum KW Cricket Bat,"<p><strong>SS Magnum Kashmir Willow Cricket Bat</strong></p>
<ul>
<li>Package contents: 1 Bat and 1 cover</li>
</ul>
<p>Product size</p>
<ul>
<li>Height: 84.45 cm</li>
<li>Width: 11.43 cm</li>
<li>Length: 3.8 cm</li>
<li>Weight range: 1140 to 1200 grams</li>
<li>Kashmir Willow Grade 5</li>
<li>Air Dried Willow</li>
<li>Latest Shape With Massive concave Ton Edges enable high impact with optimum performance</li>
<li>Embossed sticker with 3 Tone Grip</li>
<li>Wide Play area with Clean bat face</li>
<li>Premium / Portable SS Bat cover</li>
<li>Pride to be made in India</li>
</ul>",SS,Sporting Goods > Athletics > Cricket > Cricket Bats,Cricket Bats,,TRUE,Size,5,,,,,,,,,0,shopify,deny,manual,2850,,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0905/4810/9602/files/SSMagnumKWCricketBatNo.5_1.png?v=1773657229,1,,FALSE,,,Sporting Goods > Athletics > Cricket > Cricket Bats,,,,new,,,,,,,'11.43,,,grade-5,'84.45,95069920,,,'3.8,,,,,,,kashmir-willow,1140-to-1200-grams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,active
ss-sky-blue-ew-cricket-bat,SS Sky Blue EW Cricket Bat,"<h4>SS Sky Blue English willow Cricket Bat</h4>
<ul>
<li>Height: 84.45 CM</li>
<li>Width: 11.43 CM</li>
<li>Length: 3.8 CM</li>
<li>Weight Range: 1140 to 1200 grams</li>
</ul>",SS,Sporting Goods > Athletics > Cricket > Cricket Bats,Cricket Bats,,TRUE,Title,Default Title,,,,,,,,,0,shopify,deny,manual,8000,,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0905/4810/9602/files/SSSkyBlueEWCricketBat_1.png?v=1773320863,1,,FALSE,SS Sky Blue EW Cricket Bat,,Sporting Goods > Athletics > Cricket > Cricket Bats,,,,new,,,,,,,'11.43,,,,'84.45,95069920,,,'3.8,,,,,,,english-willow,1140-to-1200-grams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,active
ss-dhoni-thala-kw-cricket-bat,SS Dhoni Thala KW Cricket Bat,"<p><strong>SS Dhoni Thala Kashmir Willow Cricket Bat</strong></p>
<ul>
<li>Package contents: 1 Bat and 1 cover</li>
</ul>
<p>Product size:</p>
<ul>
<li>Height: 84.45 CM</li>
<li>Width: 11.43 CM</li>
<li>Length: 3.8 CM</li>
<li>Weight range: 1140 to 1200 grams</li>
<li>Kashmir Willow Hand Selected Grade 1</li>
<li>Air Dried Willow</li>
<li>Designed as per specifications of world Top Players</li>
<li>Latest Shape with massive concave Ton edges enable high impact with optimum performance</li>
<li>Embossed Chrome Sticker with High quality grip</li>
<li>Wide Play area with Clean bat face</li>
<li>Premium/ Portable SS bat Cover</li>
<li>Pride to be Made in India</li>
</ul>",SS,Sporting Goods > Athletics > Cricket > Cricket Bats,Cricket Bats,,TRUE,Title,Default Title,,,,,,,,,0,shopify,deny,manual,3200,,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0905/4810/9602/files/SSDhoniThalaKWCricketBat_1.png?v=1773320993,1,,FALSE,,,Sporting Goods > Athletics > Cricket > Cricket Bats,,,,new,,,,,,,'11.43,,,grade-1,'84.45,95069920,,,'3.8,,,,,,,kashmir-willow,1140-to-1200-grams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,active
ss-sky-360-classic-ew-cricket-bat,SS Sky 360 Classic EW Cricket Bat,"<p><strong data-start=""226"" data-end=""265"">SS Sky 360 Classic English Willow Cricket Bat</strong></p>
<ul>
<li>
<strong data-start=""226"" data-end=""265"">Premium English Willow Construction</strong><span> </span>– Handcrafted from high-quality English willow, ensuring superior strength, durability, and performance for professional-level cricket.</li>
<li>
<strong data-start=""406"" data-end=""434"">Short Handle (SH) Design</strong><span> </span>– Perfectly suited for adult players, offering excellent grip, control, and comfort during long innings.</li>
<li>
<strong data-start=""544"" data-end=""580"">Thick Edges &amp; Full Blade Profile</strong><span> </span>– Delivers explosive power for big shots while maintaining balance for smooth stroke play.</li>
<li>
<strong data-start=""676"" data-end=""718"">Lightweight Pick-Up &amp; Superior Balance</strong><span> </span>– Designed for effortless batting, allowing players to execute both aggressive and defensive strokes with ease.</li>
<li>
<strong data-start=""835"" data-end=""873"">Ergonomic Handle with Premium Grip</strong><span> </span>– Provides maximum comfort and reduced strain, enabling players to bat longer without fatigue.</li>
<li>
<strong data-start=""973"" data-end=""1017"">Ideal for Competitive Matches &amp; Training</strong><span> </span>– Built for aspiring and professional cricketers who want performance, consistency, and reliability.</li>
<li>
<strong data-start=""1123"" data-end=""1153"">Includes Premium Bat Cover</strong><span> </span>– Protects the bat from damage, moisture, and wear during storage and travel.</li>
</ul>",SS,Sporting Goods > Athletics > Cricket > Cricket Bats,Cricket Bats,,TRUE,Title,Default Title,,,,,,,,,0,shopify,deny,manual,12000,,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0905/4810/9602/files/SSSky360ClassicEWCricketBat_1.png?v=1773316506,1,,FALSE,SS Sky 360 Classic EW Cricket Bat,,Sporting Goods > Athletics > Cricket > Cricket Bats,,,,new,,,,,,,,,,,,95069920,,,,,,,,,,english-willow,1160-to-1220-grams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,active
ss-ravindra-jadeja-kw-cricket-bat,SS Ravindra Jadeja KW Cricket Bat,"<p><strong><span class=""a-list-item"">SS Ravindra Jadeja KW Cricket Bat</span></strong></p>
<ul>
<li><span class=""a-list-item"">Premium Kashmir willow tuned for powerful yet controlled stroke play.</span></li>
<li><span class=""a-list-item"">Full‑size short‑handle bat ideal for adult cricketers in club, academy and tournament matches, with a balanced pickup for front‑ and back‑foot shots.</span></li>
<li><span class=""a-list-item"">Modern shape with massive concave Ton‑style edges and a wide clean bat face to create a large sweet spot and explosive boundary‑hitting power.</span></li>
<li><span class=""a-list-item"">Round Sarawak cane‑style handle with cushioned grip designed for shock absorption, comfort and secure control during long innings.</span></li>
<li><span class=""a-list-item"">Supplied with a premium SS bat cover, keeping the bat safe in transit and extending its life during seasons of regular use.</span></li>
</ul>",SS,Sporting Goods > Athletics > Cricket > Cricket Bats,Cricket Bats,,TRUE,Size,SH,,,,,,,,,0,shopify,deny,manual,5400,,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0905/4810/9602/files/SSRavindraJadejaKWCricketBat_1.png?v=1773657249,1,,FALSE,,,Sporting Goods > Athletics > Cricket > Cricket Bats,,,,new,,,,,,,,,,,,95069920,,,,,,,,,,kashmir-willow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,active
ss-ravindra-jadeja-kw-cricket-bat,,,,,,,,,Full,,,,,,,,,0,shopify,deny,manual,3340,,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0905/4810/9602/files/SSRavindraJadejaKWCricketBat_2.png?v=1773657249,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,
ss-sky-striker-kw-cricket-bat,SS Sky Striker KW Cricket Bat,"<p><strong>SS SKY Striker Kashmir Willow Cricket Bat: </strong></p>
<ul>
<li>Kashmir Willow Hand Selected Grade 1.</li>
<li>Air Dried Willow.</li>
<li>Designed as per specifications of world Top Players.</li>
<li>Latest Shape with massive concave Ton edges enable high impact with optimum performance.</li>
<li>Embossed Chrome Sticker with High quality grip.</li>
<li>Wide Play area with Clean bat face.</li>
<li>Premium/ Portable SS bat Cover.</li>
</ul>",SS,Sporting Goods > Athletics > Cricket > Cricket Bats,Cricket Bats,,TRUE,Size,5,,,,,,,,,0,shopify,deny,manual,3330,,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0905/4810/9602/files/SSSkyStrikerKWCricketBatNo.5_1.png?v=1773318986,1,,FALSE,SS Sky Striker KW Cricket Bat,,Sporting Goods > Athletics > Cricket > Cricket Bats,,,,new,,,,,,,,,,grade-1,,95069920,,,,,,,,,,kashmir-willow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0905/4810/9602/files/SSSkyStrikerKWCricketBatNo.5_1.png?v=1773318986,lb,,,active
ss-sky-striker-kw-cricket-bat,,,,,,,,,Harrow,,,,,,,,,0,shopify,deny,manual,4000,,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0905/4810/9602/files/SS_Sky_Striker_KW_Cricket_Bat_Harrow_1.png?v=1773319746,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0905/4810/9602/files/SSSkyStrikerKWCricketBatNo.5_1.png?v=1773318986,lb,,,
hexagonal-rubber-dumbbell,Cosco Hexagonal Rubber Dumbbell (Single Piece),<p>Made in India. This dumbbell is manufactured using high-quality steel and rubber and is available as a single piece.</p>,Cosco,"Sporting Goods > Fitness & General Exercise Equipment > Weight Lifting > Free Weights, Dumbbells & Kettlebells > Dumbbells",Sports Equipments,Sports,TRUE,Size,2.5 Kg,,,,,,,,,0,shopify,deny,manual,735,,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0905/4810/9602/files/HexagonalRubberDumbbell2.5Kg.png?v=1772642343,1,,FALSE,,,Sports,,,,new,,,,,,,,,,,,95069190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,black,,,,,,,,,,,,,,,,rubber; stainless-steel,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0905/4810/9602/files/HexagonalRubberDumbbell2.5Kg.png?v=1772642343,lb,,,active
hexagonal-rubber-dumbbell,,,,,,,,,5 Kg,,,,,,,,,0,shopify,deny,manual,1470,,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0905/4810/9602/files/HexagonalRubberDumbbell5Kg.png?v=1772642342,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0905/4810/9602/files/HexagonalRubberDumbbell5Kg.png?v=1772642342,lb,,,
hexagonal-rubber-dumbbell,,,,,,,,,7.5 Kg,,,,,,,,,0,shopify,deny,manual,2205,,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0905/4810/9602/files/HexagonalRubberDumbbell7.5Kg.png?v=1772642342,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0905/4810/9602/files/HexagonalRubberDumbbell7.5Kg.png?v=1772642342,lb,,,
hexagonal-rubber-dumbbell,,,,,,,,,10 Kg,,,,,,,,,0,shopify,deny,manual,2940,,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0905/4810/9602/files/HexagonalRubberDumbbell10Kg.png?v=1772642343,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0905/4810/9602/files/HexagonalRubberDumbbell10Kg.png?v=1772642343,lb,,,
defender-protective-gears-set,Cosco Defender Protective Gears Set,"<ul>
<li><span>4 in 1 protection for head, knee, elbow and palms</span></li>
<li><span>EVA foam for protection and shock absorption</span></li>
<li><span>Easy and quick closure systems</span></li>
</ul>",Cosco,Sporting Goods > Outdoor Recreation > Inline & Roller Skating > Inline & Roller Skating Protective Gear > Roller Skating Pads,Sports Equipments,Sports,TRUE,Size,Senior,,,,,,,,,0,shopify,deny,manual,880,,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0905/4810/9602/files/DefenderProtectiveGearsSetSr_1.png?v=1772641452,1,,FALSE,,"4 in 1 protection for head, knee, elbow and palms, EVA foam for protection and shock absorption, Easy and quick closure systems",Sports,,,,new,,,,,,,,,,,,65061090,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0905/4810/9602/files/DefenderProtectiveGearsSetSr_1.png?v=1772641452,lb,,,active
defender-protective-gears-set,,,,,,,,,Junior,,,,,,,,,0,shopify,deny,manual,860,,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0905/4810/9602/files/DefenderProtectiveGearsSetJr_1.png?v=1772641451,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0905/4810/9602/files/DefenderProtectiveGearsSetJr_1.png?v=1772641451,lb,,,
defender-protective-gears-set,,,,,,,,,Beginner,,,,,,,,,0,shopify,deny,manual,840,,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0905/4810/9602/files/DefenderProtectiveGearsSetBeg_1.png?v=1772641451,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0905/4810/9602/files/DefenderProtectiveGearsSetBeg_1.png?v=1772641451,lb,,,
gym-ball-75cm,Cosco Gym Ball 75cm,<p><span>Anti Burst Gymball for Back Exercises and Posture Correction.</span></p>,Cosco,Sporting Goods > Fitness & General Exercise Equipment > Exercise Balls,Sports Equipments,Sports,TRUE,Color,Green,,,,,,,,,0,shopify,deny,manual,1220,,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0905/4810/9602/files/GymBall75cm_1.png?v=1772640876,1,,FALSE,,,Sports,,,,new,,,,,,,,,,,,95069190,,,,,,,,,,,,,,,,,,,,,,,,,,polyvinyl-chloride-pvc-2,,,,,,green,,,,exercise-ball-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,active
gym-ball-65cm,Cosco Gym Ball 65cm,<p><span>Anti Burst Gymball for Back Exercises and Posture Correction.</span></p>,Cosco,Sporting Goods > Fitness & General Exercise Equipment > Exercise Balls,Sports Equipments,Sports,TRUE,Color,Yellow,,,,,,,,,0,shopify,deny,manual,1030,,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0905/4810/9602/files/GymBall65cm_1.png?v=1772640821,1,,FALSE,,,Sports,,,,new,,,,,,,,,,,,95069190,,,,,,,,,,,,,,,,,,,,,,,,,,polyvinyl-chloride-pvc-1,,,,,,yellow,,,,exercise-ball-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,active
gym-ball-55cm,Cosco Gym Ball 55cm,<p><span>Anti Burst Gymball for Back Exercises and Posture Correction.</span></p>,Cosco,Sporting Goods > Fitness & General Exercise Equipment > Exercise Balls,Sports Equipments,Sports,TRUE,Color,Purple,,,,,,,,,0,shopify,deny,manual,945,,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0905/4810/9602/files/GymBall55cm_1.png?v=1772640579,1,,FALSE,,,Sports,,,,new,,,,,,,,,,,,95069190,,,,,,,,,,,,,,,,,,,,,,,,,,polyvinyl-chloride-pvc,,,,,,purple,,,,exercise-ball,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,active
roller-skate-zoomer,Cosco Roller Skate Zoomer,"<ul>
<li data-end=""151"" data-start=""108"">Quad skates designed for better stability</li>
<li data-end=""189"" data-start=""154"">Synthetic wheels for smooth glide</li>
<li data-end=""233"" data-start=""192"">High-quality brake for precise stopping</li>
<li data-end=""277"" data-start=""236"">Double closure system for extra support</li>
<li data-end=""326"" data-start=""280"">Adjustment tool included for size adjustment<strong data-end=""349"" data-start=""328""></strong>
</li>
</ul>
<p>Package Includes<strong data-end=""349"" data-start=""328"">:</strong> 1 Pair</p>",Cosco,Sporting Goods > Outdoor Recreation > Inline & Roller Skating > Roller Skates > Recreation Roller Skates,Sports Equipments,Sports,TRUE,Size,Jr,,,,,,,,,0,shopify,deny,manual,1065,,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0905/4810/9602/files/RollerSkateZoomerJr_1.png?v=1772639786,1,,FALSE,,,Sports,,,,new,,,,,,,,,,,,95067000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0905/4810/9602/files/RollerSkateZoomerJr_1.png?v=1772639786,lb,,,active
roller-skate-zoomer,,,,,,,,,Sr,,,,,,,,,0,shopify,deny,manual,1330,,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0905/4810/9602/files/RollerSkateZoomerSr_1.png?v=1772639785,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0905/4810/9602/files/RollerSkateZoomerSr_1.png?v=1772639785,lb,,,
roller-skate-race,Cosco Roller Skate Race,"<ul>
<li style=""text-align: left;"">Quad skates for stability</li>
<li style=""text-align: left;"">Composite wheels for good grip</li>
<li>High quality break for precision</li>
<li>Double closure for extra support</li>
<li>Tool provided for adjusting size</li>
</ul>
<p>Package Includes<strong data-start=""328"" data-end=""349"">:</strong> 1 Pair<br></p>",Cosco,Sporting Goods > Outdoor Recreation > Inline & Roller Skating > Roller Skates > Recreation Roller Skates,Sports Equipments,Sports,TRUE,Size,Jr,,,,,,,,,0,shopify,deny,manual,1160,,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0905/4810/9602/files/RollerSkateRaceJr_1.png?v=1772639610,1,,FALSE,,,Sports,,,,new,,,,,,,,,,,,95067000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0905/4810/9602/files/RollerSkateRaceJr_1.png?v=1772639610,lb,,,active
roller-skate-race,,,,,,,,,Sr,,,,,,,,,0,shopify,deny,manual,1425,,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0905/4810/9602/files/RollerSkateRaceSr_1.png?v=1772639609,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0905/4810/9602/files/RollerSkateRaceSr_1.png?v=1772639609,lb,,,
inline-skate-rush-1,Cosco Inline Skate Rush,"<p>Specifications:</p>
<p><span>Size         S=31~34  |  M=35~38<br>Wheels    S=70mm  |  M=72mm</span></p>
<p><span>Package Includes<strong data-end=""349"" data-start=""328"">:</strong> 1 Pair<br></span></p>",Cosco,Sporting Goods > Outdoor Recreation > Inline & Roller Skating > Inline Skates > Recreation Inline Skates,Sports Equipments,Sports,TRUE,Size,M,,,,,,,,,0,shopify,deny,manual,3610,,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0905/4810/9602/files/InlineSkateRush_1.png?v=1772639209,1,,FALSE,,,Sports,,,,new,,,,,,,,,,,,95067000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,active
inline-skate-rush-1,,,,,,,,,S,,,,,,,,,0,shopify,deny,manual,3610,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,
